name,dll,signature,description
FaxEnumGlobalRoutingInfoW,WINFAX.dll,"BOOL FaxEnumGlobalRoutingInfoW(HANDLE FaxHandle, void* RoutingInfo, UInt32* MethodsReturned)",待补充
FaxSetGlobalRoutingInfoA,WINFAX.dll,"BOOL FaxSetGlobalRoutingInfoA(HANDLE FaxHandle, FAX_GLOBAL_ROUTING_INFOA* RoutingInfo)",待补充
FaxSetGlobalRoutingInfoW,WINFAX.dll,"BOOL FaxSetGlobalRoutingInfoW(HANDLE FaxHandle, FAX_GLOBAL_ROUTING_INFOW* RoutingInfo)",待补充
FaxGetRoutingInfoA,WINFAX.dll,"BOOL FaxGetRoutingInfoA(HANDLE FaxPortHandle, PSTR RoutingGuid, void* RoutingInfoBuffer, UInt32* RoutingInfoBufferSize)",待补充
FaxGetRoutingInfoW,WINFAX.dll,"BOOL FaxGetRoutingInfoW(HANDLE FaxPortHandle, PWSTR RoutingGuid, void* RoutingInfoBuffer, UInt32* RoutingInfoBufferSize)",待补充
FaxSetRoutingInfoA,WINFAX.dll,"BOOL FaxSetRoutingInfoA(HANDLE FaxPortHandle, PSTR RoutingGuid, Byte* RoutingInfoBuffer, UInt32 RoutingInfoBufferSize)",待补充
FaxSetRoutingInfoW,WINFAX.dll,"BOOL FaxSetRoutingInfoW(HANDLE FaxPortHandle, PWSTR RoutingGuid, Byte* RoutingInfoBuffer, UInt32 RoutingInfoBufferSize)",待补充
FaxInitializeEventQueue,WINFAX.dll,"BOOL FaxInitializeEventQueue(HANDLE FaxHandle, HANDLE CompletionPort, UIntPtr CompletionKey, HWND hWnd, UInt32 MessageStart)",待补充
FaxFreeBuffer,WINFAX.dll,Void FaxFreeBuffer(Void* Buffer),待补充
FaxStartPrintJobA,WINFAX.dll,"BOOL FaxStartPrintJobA(PSTR PrinterName, FAX_PRINT_INFOA* PrintInfo, UInt32* FaxJobId, FAX_CONTEXT_INFOA* FaxContextInfo)",待补充
FaxStartPrintJobW,WINFAX.dll,"BOOL FaxStartPrintJobW(PWSTR PrinterName, FAX_PRINT_INFOW* PrintInfo, UInt32* FaxJobId, FAX_CONTEXT_INFOW* FaxContextInfo)",待补充
FaxPrintCoverPageA,WINFAX.dll,"BOOL FaxPrintCoverPageA(FAX_CONTEXT_INFOA* FaxContextInfo, FAX_COVERPAGE_INFOA* CoverPageInfo)",待补充
FaxPrintCoverPageW,WINFAX.dll,"BOOL FaxPrintCoverPageW(FAX_CONTEXT_INFOW* FaxContextInfo, FAX_COVERPAGE_INFOW* CoverPageInfo)",待补充
FaxRegisterServiceProviderW,WINFAX.dll,"BOOL FaxRegisterServiceProviderW(PWSTR DeviceProvider, PWSTR FriendlyName, PWSTR ImageName, PWSTR TspName)",待补充
FaxUnregisterServiceProviderW,WINFAX.dll,BOOL FaxUnregisterServiceProviderW(PWSTR DeviceProvider),待补充
FaxRegisterRoutingExtensionW,WINFAX.dll,"BOOL FaxRegisterRoutingExtensionW(HANDLE FaxHandle, PWSTR ExtensionName, PWSTR FriendlyName, PWSTR ImageName, PFAX_ROUTING_INSTALLATION_CALLBACKW CallBack, Void* Context)",待补充
FaxAccessCheck,WINFAX.dll,"BOOL FaxAccessCheck(HANDLE FaxHandle, UInt32 AccessMask)",待补充
CanSendToFaxRecipient,fxsutility.dll,BOOL CanSendToFaxRecipient(),待补充
SendToFaxRecipient,fxsutility.dll,"UInt32 SendToFaxRecipient(SendToMode sndMode, PWSTR lpFileName)",待补充
StiCreateInstanceW,STI.dll,"HRESULT StiCreateInstanceW(HINSTANCE hinst, UInt32 dwVer, IStillImageW* ppSti, IUnknown punkOuter)",待补充
DirectInput8Create,DINPUT8.dll,"HRESULT DirectInput8Create(HINSTANCE hinst, UInt32 dwVersion, Guid* riidltf, void* ppvOut, IUnknown punkOuter)",待补充
joyConfigChanged,WINMM.dll,UInt32 joyConfigChanged(UInt32 dwFlags),待补充
HidP_GetCaps,HID.dll,"NTSTATUS HidP_GetCaps(IntPtr PreparsedData, HIDP_CAPS* Capabilities)",待补充
HidP_GetLinkCollectionNodes,HID.dll,"NTSTATUS HidP_GetLinkCollectionNodes(HIDP_LINK_COLLECTION_NODE* LinkCollectionNodes, UInt32* LinkCollectionNodesLength, IntPtr PreparsedData)",待补充
HidP_GetSpecificButtonCaps,HID.dll,"NTSTATUS HidP_GetSpecificButtonCaps(HIDP_REPORT_TYPE ReportType, UInt16 UsagePage, UInt16 LinkCollection, UInt16 Usage, HIDP_BUTTON_CAPS* ButtonCaps, UInt16* ButtonCapsLength, IntPtr PreparsedData)",待补充
HidP_GetButtonCaps,HID.dll,"NTSTATUS HidP_GetButtonCaps(HIDP_REPORT_TYPE ReportType, HIDP_BUTTON_CAPS* ButtonCaps, UInt16* ButtonCapsLength, IntPtr PreparsedData)",待补充
HidP_GetSpecificValueCaps,HID.dll,"NTSTATUS HidP_GetSpecificValueCaps(HIDP_REPORT_TYPE ReportType, UInt16 UsagePage, UInt16 LinkCollection, UInt16 Usage, HIDP_VALUE_CAPS* ValueCaps, UInt16* ValueCapsLength, IntPtr PreparsedData)",待补充
HidP_GetValueCaps,HID.dll,"NTSTATUS HidP_GetValueCaps(HIDP_REPORT_TYPE ReportType, HIDP_VALUE_CAPS* ValueCaps, UInt16* ValueCapsLength, IntPtr PreparsedData)",待补充
HidP_GetExtendedAttributes,HID.dll,"NTSTATUS HidP_GetExtendedAttributes(HIDP_REPORT_TYPE ReportType, UInt16 DataIndex, IntPtr PreparsedData, HIDP_EXTENDED_ATTRIBUTES* Attributes, UInt32* LengthAttributes)",待补充
HidP_InitializeReportForID,HID.dll,"NTSTATUS HidP_InitializeReportForID(HIDP_REPORT_TYPE ReportType, Byte ReportID, IntPtr PreparsedData, PSTR Report, UInt32 ReportLength)",待补充
HidP_SetData,HID.dll,"NTSTATUS HidP_SetData(HIDP_REPORT_TYPE ReportType, HIDP_DATA* DataList, UInt32* DataLength, IntPtr PreparsedData, PSTR Report, UInt32 ReportLength)",待补充
HidP_GetData,HID.dll,"NTSTATUS HidP_GetData(HIDP_REPORT_TYPE ReportType, HIDP_DATA* DataList, UInt32* DataLength, IntPtr PreparsedData, PSTR Report, UInt32 ReportLength)",待补充
HidP_MaxDataListLength,HID.dll,"UInt32 HidP_MaxDataListLength(HIDP_REPORT_TYPE ReportType, IntPtr PreparsedData)",待补充
HidP_SetUsages,HID.dll,"NTSTATUS HidP_SetUsages(HIDP_REPORT_TYPE ReportType, UInt16 UsagePage, UInt16 LinkCollection, UInt16* UsageList, UInt32* UsageLength, IntPtr PreparsedData, PSTR Report, UInt32 ReportLength)",待补充
HidP_UnsetUsages,HID.dll,"NTSTATUS HidP_UnsetUsages(HIDP_REPORT_TYPE ReportType, UInt16 UsagePage, UInt16 LinkCollection, UInt16* UsageList, UInt32* UsageLength, IntPtr PreparsedData, PSTR Report, UInt32 ReportLength)",待补充
HidP_GetUsages,HID.dll,"NTSTATUS HidP_GetUsages(HIDP_REPORT_TYPE ReportType, UInt16 UsagePage, UInt16 LinkCollection, UInt16* UsageList, UInt32* UsageLength, IntPtr PreparsedData, PSTR Report, UInt32 ReportLength)",待补充
HidP_GetUsagesEx,HID.dll,"NTSTATUS HidP_GetUsagesEx(HIDP_REPORT_TYPE ReportType, UInt16 LinkCollection, USAGE_AND_PAGE* ButtonList, UInt32* UsageLength, IntPtr PreparsedData, PSTR Report, UInt32 ReportLength)",待补充
HidP_MaxUsageListLength,HID.dll,"UInt32 HidP_MaxUsageListLength(HIDP_REPORT_TYPE ReportType, UInt16 UsagePage, IntPtr PreparsedData)",待补充
HidP_SetUsageValue,HID.dll,"NTSTATUS HidP_SetUsageValue(HIDP_REPORT_TYPE ReportType, UInt16 UsagePage, UInt16 LinkCollection, UInt16 Usage, UInt32 UsageValue, IntPtr PreparsedData, PSTR Report, UInt32 ReportLength)",待补充
HidP_SetScaledUsageValue,HID.dll,"NTSTATUS HidP_SetScaledUsageValue(HIDP_REPORT_TYPE ReportType, UInt16 UsagePage, UInt16 LinkCollection, UInt16 Usage, Int32 UsageValue, IntPtr PreparsedData, PSTR Report, UInt32 ReportLength)",待补充
HidP_SetUsageValueArray,HID.dll,"NTSTATUS HidP_SetUsageValueArray(HIDP_REPORT_TYPE ReportType, UInt16 UsagePage, UInt16 LinkCollection, UInt16 Usage, PSTR UsageValue, UInt16 UsageValueByteLength, IntPtr PreparsedData, PSTR Report, UInt32 ReportLength)",待补充
HidP_GetUsageValue,HID.dll,"NTSTATUS HidP_GetUsageValue(HIDP_REPORT_TYPE ReportType, UInt16 UsagePage, UInt16 LinkCollection, UInt16 Usage, UInt32* UsageValue, IntPtr PreparsedData, PSTR Report, UInt32 ReportLength)",待补充
HidP_GetScaledUsageValue,HID.dll,"NTSTATUS HidP_GetScaledUsageValue(HIDP_REPORT_TYPE ReportType, UInt16 UsagePage, UInt16 LinkCollection, UInt16 Usage, Int32* UsageValue, IntPtr PreparsedData, PSTR Report, UInt32 ReportLength)",待补充
HidP_GetUsageValueArray,HID.dll,"NTSTATUS HidP_GetUsageValueArray(HIDP_REPORT_TYPE ReportType, UInt16 UsagePage, UInt16 LinkCollection, UInt16 Usage, PSTR UsageValue, UInt16 UsageValueByteLength, IntPtr PreparsedData, PSTR Report, UInt32 ReportLength)",待补充
HidP_UsageListDifference,HID.dll,"NTSTATUS HidP_UsageListDifference(UInt16* PreviousUsageList, UInt16* CurrentUsageList, UInt16* BreakUsageList, UInt16* MakeUsageList, UInt32 UsageListLength)",待补充
HidP_GetButtonArray,HID.dll,"NTSTATUS HidP_GetButtonArray(HIDP_REPORT_TYPE ReportType, UInt16 UsagePage, UInt16 LinkCollection, UInt16 Usage, HIDP_BUTTON_ARRAY_DATA* ButtonData, UInt16* ButtonDataLength, IntPtr PreparsedData, PSTR Report, UInt32 ReportLength)",待补充
HidP_SetButtonArray,HID.dll,"NTSTATUS HidP_SetButtonArray(HIDP_REPORT_TYPE ReportType, UInt16 UsagePage, UInt16 LinkCollection, UInt16 Usage, HIDP_BUTTON_ARRAY_DATA* ButtonData, UInt16 ButtonDataLength, IntPtr PreparsedData, PSTR Report, UInt32 ReportLength)",待补充
HidP_TranslateUsagesToI8042ScanCodes,HID.dll,"NTSTATUS HidP_TranslateUsagesToI8042ScanCodes(UInt16* ChangedUsageList, UInt32 UsageListLength, HIDP_KEYBOARD_DIRECTION KeyAction, HIDP_KEYBOARD_MODIFIER_STATE* ModifierState, PHIDP_INSERT_SCANCODES InsertCodesProcedure, Void* InsertCodesContext)",待补充
HidD_GetAttributes,HID.dll,"BOOLEAN HidD_GetAttributes(HANDLE HidDeviceObject, HIDD_ATTRIBUTES* Attributes)",待补充
HidD_GetHidGuid,HID.dll,Void HidD_GetHidGuid(Guid* HidGuid),待补充
HidD_GetPreparsedData,HID.dll,"BOOLEAN HidD_GetPreparsedData(HANDLE HidDeviceObject, IntPtr* PreparsedData)",待补充
HidD_FreePreparsedData,HID.dll,BOOLEAN HidD_FreePreparsedData(IntPtr PreparsedData),待补充
HidD_FlushQueue,HID.dll,BOOLEAN HidD_FlushQueue(HANDLE HidDeviceObject),待补充
HidD_GetConfiguration,HID.dll,"BOOLEAN HidD_GetConfiguration(HANDLE HidDeviceObject, HIDD_CONFIGURATION* Configuration, UInt32 ConfigurationLength)",待补充
HidD_SetConfiguration,HID.dll,"BOOLEAN HidD_SetConfiguration(HANDLE HidDeviceObject, HIDD_CONFIGURATION* Configuration, UInt32 ConfigurationLength)",待补充
HidD_GetFeature,HID.dll,"BOOLEAN HidD_GetFeature(HANDLE HidDeviceObject, Void* ReportBuffer, UInt32 ReportBufferLength)",待补充
HidD_SetFeature,HID.dll,"BOOLEAN HidD_SetFeature(HANDLE HidDeviceObject, Void* ReportBuffer, UInt32 ReportBufferLength)",待补充
HidD_GetInputReport,HID.dll,"BOOLEAN HidD_GetInputReport(HANDLE HidDeviceObject, Void* ReportBuffer, UInt32 ReportBufferLength)",待补充
HidD_SetOutputReport,HID.dll,"BOOLEAN HidD_SetOutputReport(HANDLE HidDeviceObject, Void* ReportBuffer, UInt32 ReportBufferLength)",待补充
HidD_GetNumInputBuffers,HID.dll,"BOOLEAN HidD_GetNumInputBuffers(HANDLE HidDeviceObject, UInt32* NumberBuffers)",待补充
HidD_SetNumInputBuffers,HID.dll,"BOOLEAN HidD_SetNumInputBuffers(HANDLE HidDeviceObject, UInt32 NumberBuffers)",待补充
HidD_GetPhysicalDescriptor,HID.dll,"BOOLEAN HidD_GetPhysicalDescriptor(HANDLE HidDeviceObject, Void* Buffer, UInt32 BufferLength)",待补充
HidD_GetManufacturerString,HID.dll,"BOOLEAN HidD_GetManufacturerString(HANDLE HidDeviceObject, Void* Buffer, UInt32 BufferLength)",待补充
HidD_GetProductString,HID.dll,"BOOLEAN HidD_GetProductString(HANDLE HidDeviceObject, Void* Buffer, UInt32 BufferLength)",待补充
HidD_GetIndexedString,HID.dll,"BOOLEAN HidD_GetIndexedString(HANDLE HidDeviceObject, UInt32 StringIndex, Void* Buffer, UInt32 BufferLength)",待补充
HidD_GetSerialNumberString,HID.dll,"BOOLEAN HidD_GetSerialNumberString(HANDLE HidDeviceObject, Void* Buffer, UInt32 BufferLength)",待补充
HidD_GetMsGenreDescriptor,HID.dll,"BOOLEAN HidD_GetMsGenreDescriptor(HANDLE HidDeviceObject, Void* Buffer, UInt32 BufferLength)",待补充
DMProcessConfigXMLFiltered,DMProcessXMLFiltered.dll,"HRESULT DMProcessConfigXMLFiltered(PWSTR pszXmlIn, PWSTR* rgszAllowedCspNodes, UInt32 dwNumAllowedCspNodes, BSTR* pbstrXmlOut)",待补充
GetPerformanceTime,SensorsUtilsV2.dll,NTSTATUS GetPerformanceTime(UInt32* TimeMs),待补充
InitPropVariantFromFloat,SensorsUtilsV2.dll,"HRESULT InitPropVariantFromFloat(Single fltVal, PROPVARIANT* ppropvar)",待补充
PropKeyFindKeyGetPropVariant,SensorsUtilsV2.dll,"NTSTATUS PropKeyFindKeyGetPropVariant(SENSOR_COLLECTION_LIST* pList, PROPERTYKEY* pKey, BOOLEAN TypeCheck, PROPVARIANT* pValue)",待补充
PropKeyFindKeySetPropVariant,SensorsUtilsV2.dll,"NTSTATUS PropKeyFindKeySetPropVariant(SENSOR_COLLECTION_LIST* pList, PROPERTYKEY* pKey, BOOLEAN TypeCheck, PROPVARIANT* pValue)",待补充
PropKeyFindKeyGetFileTime,SensorsUtilsV2.dll,"NTSTATUS PropKeyFindKeyGetFileTime(SENSOR_COLLECTION_LIST* pList, PROPERTYKEY* pKey, FILETIME* pRetValue)",待补充
PropKeyFindKeyGetGuid,SensorsUtilsV2.dll,"NTSTATUS PropKeyFindKeyGetGuid(SENSOR_COLLECTION_LIST* pList, PROPERTYKEY* pKey, Guid* pRetValue)",待补充
PropKeyFindKeyGetBool,SensorsUtilsV2.dll,"NTSTATUS PropKeyFindKeyGetBool(SENSOR_COLLECTION_LIST* pList, PROPERTYKEY* pKey, BOOL* pRetValue)",待补充
PropKeyFindKeyGetUlong,SensorsUtilsV2.dll,"NTSTATUS PropKeyFindKeyGetUlong(SENSOR_COLLECTION_LIST* pList, PROPERTYKEY* pKey, UInt32* pRetValue)",待补充
PropKeyFindKeyGetUshort,SensorsUtilsV2.dll,"NTSTATUS PropKeyFindKeyGetUshort(SENSOR_COLLECTION_LIST* pList, PROPERTYKEY* pKey, UInt16* pRetValue)",待补充
PropKeyFindKeyGetFloat,SensorsUtilsV2.dll,"NTSTATUS PropKeyFindKeyGetFloat(SENSOR_COLLECTION_LIST* pList, PROPERTYKEY* pKey, Single* pRetValue)",待补充
PropKeyFindKeyGetDouble,SensorsUtilsV2.dll,"NTSTATUS PropKeyFindKeyGetDouble(SENSOR_COLLECTION_LIST* pList, PROPERTYKEY* pKey, Double* pRetValue)",待补充
PropKeyFindKeyGetInt32,SensorsUtilsV2.dll,"NTSTATUS PropKeyFindKeyGetInt32(SENSOR_COLLECTION_LIST* pList, PROPERTYKEY* pKey, Int32* pRetValue)",待补充
PropKeyFindKeyGetInt64,SensorsUtilsV2.dll,"NTSTATUS PropKeyFindKeyGetInt64(SENSOR_COLLECTION_LIST* pList, PROPERTYKEY* pKey, Int64* pRetValue)",待补充
PropKeyFindKeyGetNthUlong,SensorsUtilsV2.dll,"NTSTATUS PropKeyFindKeyGetNthUlong(SENSOR_COLLECTION_LIST* pList, PROPERTYKEY* pKey, UInt32 Occurrence, UInt32* pRetValue)",待补充
PropKeyFindKeyGetNthUshort,SensorsUtilsV2.dll,"NTSTATUS PropKeyFindKeyGetNthUshort(SENSOR_COLLECTION_LIST* pList, PROPERTYKEY* pKey, UInt32 Occurrence, UInt16* pRetValue)",待补充
PropKeyFindKeyGetNthInt64,SensorsUtilsV2.dll,"NTSTATUS PropKeyFindKeyGetNthInt64(SENSOR_COLLECTION_LIST* pList, PROPERTYKEY* pKey, UInt32 Occurrence, Int64* pRetValue)",待补充
IsKeyPresentInPropertyList,SensorsUtilsV2.dll,"BOOLEAN IsKeyPresentInPropertyList(SENSOR_PROPERTY_LIST* pList, PROPERTYKEY* pKey)",待补充
IsKeyPresentInCollectionList,SensorsUtilsV2.dll,"BOOLEAN IsKeyPresentInCollectionList(SENSOR_COLLECTION_LIST* pList, PROPERTYKEY* pKey)",待补充
IsCollectionListSame,SensorsUtilsV2.dll,"BOOLEAN IsCollectionListSame(SENSOR_COLLECTION_LIST* ListA, SENSOR_COLLECTION_LIST* ListB)",待补充
PropVariantGetInformation,SensorsUtilsV2.dll,"NTSTATUS PropVariantGetInformation(PROPVARIANT* PropVariantValue, UInt32* PropVariantOffset, UInt32* PropVariantSize, void* PropVariantPointer, UInt32* RemappedType)",待补充
PropertiesListCopy,SensorsUtilsV2.dll,"NTSTATUS PropertiesListCopy(SENSOR_PROPERTY_LIST* Target, SENSOR_PROPERTY_LIST* Source)",待补充
PropertiesListGetFillableCount,SensorsUtilsV2.dll,UInt32 PropertiesListGetFillableCount(UInt32 BufferSizeBytes),待补充
CollectionsListGetMarshalledSize,SensorsUtilsV2.dll,UInt32 CollectionsListGetMarshalledSize(SENSOR_COLLECTION_LIST* Collection),待补充
CollectionsListCopyAndMarshall,SensorsUtilsV2.dll,"NTSTATUS CollectionsListCopyAndMarshall(SENSOR_COLLECTION_LIST* Target, SENSOR_COLLECTION_LIST* Source)",待补充
CollectionsListMarshall,SensorsUtilsV2.dll,NTSTATUS CollectionsListMarshall(SENSOR_COLLECTION_LIST* Target),待补充
CollectionsListGetMarshalledSizeWithoutSerialization,SensorsUtilsV2.dll,UInt32 CollectionsListGetMarshalledSizeWithoutSerialization(SENSOR_COLLECTION_LIST* Collection),待补充
CollectionsListUpdateMarshalledPointer,SensorsUtilsV2.dll,NTSTATUS CollectionsListUpdateMarshalledPointer(SENSOR_COLLECTION_LIST* Collection),待补充
SerializationBufferAllocate,SensorsUtilsV2.dll,"NTSTATUS SerializationBufferAllocate(UInt32 SizeInBytes, void* pBuffer)",待补充
SerializationBufferFree,SensorsUtilsV2.dll,Void SerializationBufferFree(Byte* Buffer),待补充
CollectionsListGetSerializedSize,SensorsUtilsV2.dll,UInt32 CollectionsListGetSerializedSize(SENSOR_COLLECTION_LIST* Collection),待补充
CollectionsListSerializeToBuffer,SensorsUtilsV2.dll,"NTSTATUS CollectionsListSerializeToBuffer(SENSOR_COLLECTION_LIST* SourceCollection, UInt32 TargetBufferSizeInBytes, Byte* TargetBuffer)",待补充
CollectionsListAllocateBufferAndSerialize,SensorsUtilsV2.dll,"NTSTATUS CollectionsListAllocateBufferAndSerialize(SENSOR_COLLECTION_LIST* SourceCollection, UInt32* pTargetBufferSizeInBytes, void* pTargetBuffer)",待补充
CollectionsListDeserializeFromBuffer,SensorsUtilsV2.dll,"NTSTATUS CollectionsListDeserializeFromBuffer(UInt32 SourceBufferSizeInBytes, Byte* SourceBuffer, SENSOR_COLLECTION_LIST* TargetCollection)",待补充
SensorCollectionGetAt,SensorsUtilsV2.dll,"NTSTATUS SensorCollectionGetAt(UInt32 Index, SENSOR_COLLECTION_LIST* pSensorsList, PROPERTYKEY* pKey, PROPVARIANT* pValue)",待补充
CollectionsListGetFillableCount,SensorsUtilsV2.dll,UInt32 CollectionsListGetFillableCount(UInt32 BufferSizeBytes),待补充
EvaluateActivityThresholds,SensorsUtilsV2.dll,"BOOLEAN EvaluateActivityThresholds(SENSOR_COLLECTION_LIST* newSample, SENSOR_COLLECTION_LIST* oldSample, SENSOR_COLLECTION_LIST* thresholds)",待补充
CollectionsListSortSubscribedActivitiesByConfidence,SensorsUtilsV2.dll,"NTSTATUS CollectionsListSortSubscribedActivitiesByConfidence(SENSOR_COLLECTION_LIST* thresholds, SENSOR_COLLECTION_LIST* pCollection)",待补充
InitPropVariantFromCLSIDArray,SensorsUtilsV2.dll,"HRESULT InitPropVariantFromCLSIDArray(Guid* members, UInt32 size, PROPVARIANT* ppropvar)",待补充
IsSensorSubscribed,SensorsUtilsV2.dll,"BOOLEAN IsSensorSubscribed(SENSOR_COLLECTION_LIST* subscriptionList, Guid currentType)",待补充
IsGUIDPresentInList,SensorsUtilsV2.dll,"BOOLEAN IsGUIDPresentInList(Guid* guidArray, UInt32 arrayLength, Guid* guidElem)",待补充
ComDBOpen,MSPORTS.dll,Int32 ComDBOpen(IntPtr* PHComDB),待补充
ComDBClose,MSPORTS.dll,Int32 ComDBClose(HCOMDB HComDB),待补充
ComDBGetCurrentPortUsage,MSPORTS.dll,"Int32 ComDBGetCurrentPortUsage(HCOMDB HComDB, Byte* Buffer, UInt32 BufferSize, UInt32 ReportType, UInt32* MaxPortsReported)",待补充
ComDBClaimNextFreePort,MSPORTS.dll,"Int32 ComDBClaimNextFreePort(HCOMDB HComDB, UInt32* ComNumber)",待补充
ComDBClaimPort,MSPORTS.dll,"Int32 ComDBClaimPort(HCOMDB HComDB, UInt32 ComNumber, BOOL ForceClaim, BOOL* Forced)",待补充
ComDBReleasePort,MSPORTS.dll,"Int32 ComDBReleasePort(HCOMDB HComDB, UInt32 ComNumber)",待补充
ComDBResizeDatabase,MSPORTS.dll,"Int32 ComDBResizeDatabase(HCOMDB HComDB, UInt32 NewSize)",待补充
lineAccept,TAPI32.dll,"Int32 lineAccept(UInt32 hCall, PSTR lpsUserUserInfo, UInt32 dwSize)",待补充
lineAddProvider,TAPI32.dll,"Int32 lineAddProvider(PSTR lpszProviderFilename, HWND hwndOwner, UInt32* lpdwPermanentProviderID)",待补充
lineAddProviderA,TAPI32.dll,"Int32 lineAddProviderA(PSTR lpszProviderFilename, HWND hwndOwner, UInt32* lpdwPermanentProviderID)",待补充
lineAddProviderW,TAPI32.dll,"Int32 lineAddProviderW(PWSTR lpszProviderFilename, HWND hwndOwner, UInt32* lpdwPermanentProviderID)",待补充
lineAddToConference,TAPI32.dll,"Int32 lineAddToConference(UInt32 hConfCall, UInt32 hConsultCall)",待补充
lineAgentSpecific,TAPI32.dll,"Int32 lineAgentSpecific(UInt32 hLine, UInt32 dwAddressID, UInt32 dwAgentExtensionIDIndex, Void* lpParams, UInt32 dwSize)",待补充
lineAnswer,TAPI32.dll,"Int32 lineAnswer(UInt32 hCall, PSTR lpsUserUserInfo, UInt32 dwSize)",待补充
lineBlindTransfer,TAPI32.dll,"Int32 lineBlindTransfer(UInt32 hCall, PSTR lpszDestAddress, UInt32 dwCountryCode)",待补充
lineBlindTransferA,TAPI32.dll,"Int32 lineBlindTransferA(UInt32 hCall, PSTR lpszDestAddress, UInt32 dwCountryCode)",待补充
lineBlindTransferW,TAPI32.dll,"Int32 lineBlindTransferW(UInt32 hCall, PWSTR lpszDestAddressW, UInt32 dwCountryCode)",待补充
lineClose,TAPI32.dll,Int32 lineClose(UInt32 hLine),待补充
lineCompleteCall,TAPI32.dll,"Int32 lineCompleteCall(UInt32 hCall, UInt32* lpdwCompletionID, UInt32 dwCompletionMode, UInt32 dwMessageID)",待补充
lineCompleteTransfer,TAPI32.dll,"Int32 lineCompleteTransfer(UInt32 hCall, UInt32 hConsultCall, UInt32* lphConfCall, UInt32 dwTransferMode)",待补充
lineConfigDialog,TAPI32.dll,"Int32 lineConfigDialog(UInt32 dwDeviceID, HWND hwndOwner, PSTR lpszDeviceClass)",待补充
lineConfigDialogA,TAPI32.dll,"Int32 lineConfigDialogA(UInt32 dwDeviceID, HWND hwndOwner, PSTR lpszDeviceClass)",待补充
lineConfigDialogW,TAPI32.dll,"Int32 lineConfigDialogW(UInt32 dwDeviceID, HWND hwndOwner, PWSTR lpszDeviceClass)",待补充
lineConfigDialogEdit,TAPI32.dll,"Int32 lineConfigDialogEdit(UInt32 dwDeviceID, HWND hwndOwner, PSTR lpszDeviceClass, Void* lpDeviceConfigIn, UInt32 dwSize, VARSTRING* lpDeviceConfigOut)",待补充
lineConfigDialogEditA,TAPI32.dll,"Int32 lineConfigDialogEditA(UInt32 dwDeviceID, HWND hwndOwner, PSTR lpszDeviceClass, Void* lpDeviceConfigIn, UInt32 dwSize, VARSTRING* lpDeviceConfigOut)",待补充
lineConfigDialogEditW,TAPI32.dll,"Int32 lineConfigDialogEditW(UInt32 dwDeviceID, HWND hwndOwner, PWSTR lpszDeviceClass, Void* lpDeviceConfigIn, UInt32 dwSize, VARSTRING* lpDeviceConfigOut)",待补充
lineConfigProvider,TAPI32.dll,"Int32 lineConfigProvider(HWND hwndOwner, UInt32 dwPermanentProviderID)",待补充
lineCreateAgentW,TAPI32.dll,"Int32 lineCreateAgentW(UInt32 hLine, PWSTR lpszAgentID, PWSTR lpszAgentPIN, UInt32* lphAgent)",待补充
lineCreateAgentA,TAPI32.dll,"Int32 lineCreateAgentA(UInt32 hLine, PSTR lpszAgentID, PSTR lpszAgentPIN, UInt32* lphAgent)",待补充
lineCreateAgentSessionW,TAPI32.dll,"Int32 lineCreateAgentSessionW(UInt32 hLine, UInt32 hAgent, PWSTR lpszAgentPIN, UInt32 dwWorkingAddressID, Guid* lpGroupID, UInt32* lphAgentSession)",待补充
lineCreateAgentSessionA,TAPI32.dll,"Int32 lineCreateAgentSessionA(UInt32 hLine, UInt32 hAgent, PSTR lpszAgentPIN, UInt32 dwWorkingAddressID, Guid* lpGroupID, UInt32* lphAgentSession)",待补充
lineDeallocateCall,TAPI32.dll,Int32 lineDeallocateCall(UInt32 hCall),待补充
lineDevSpecific,TAPI32.dll,"Int32 lineDevSpecific(UInt32 hLine, UInt32 dwAddressID, UInt32 hCall, Void* lpParams, UInt32 dwSize)",待补充
lineDevSpecificFeature,TAPI32.dll,"Int32 lineDevSpecificFeature(UInt32 hLine, UInt32 dwFeature, Void* lpParams, UInt32 dwSize)",待补充
lineDial,TAPI32.dll,"Int32 lineDial(UInt32 hCall, PSTR lpszDestAddress, UInt32 dwCountryCode)",待补充
lineDialA,TAPI32.dll,"Int32 lineDialA(UInt32 hCall, PSTR lpszDestAddress, UInt32 dwCountryCode)",待补充
lineDialW,TAPI32.dll,"Int32 lineDialW(UInt32 hCall, PWSTR lpszDestAddress, UInt32 dwCountryCode)",待补充
lineDrop,TAPI32.dll,"Int32 lineDrop(UInt32 hCall, PSTR lpsUserUserInfo, UInt32 dwSize)",待补充
lineForward,TAPI32.dll,"Int32 lineForward(UInt32 hLine, UInt32 bAllAddresses, UInt32 dwAddressID, LINEFORWARDLIST* lpForwardList, UInt32 dwNumRingsNoAnswer, UInt32* lphConsultCall, LINECALLPARAMS* lpCallParams)",待补充
lineForwardA,TAPI32.dll,"Int32 lineForwardA(UInt32 hLine, UInt32 bAllAddresses, UInt32 dwAddressID, LINEFORWARDLIST* lpForwardList, UInt32 dwNumRingsNoAnswer, UInt32* lphConsultCall, LINECALLPARAMS* lpCallParams)",待补充
